,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
229,female,group D,,standard,none,divorced,regularly,yes,3,school_bus,> 10,88,100,100
230,male,group E,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,90,90,85
231,female,group D,some high school,standard,none,single,sometimes,,1,school_bus,> 10,78,79,85
232,female,group B,some high school,standard,completed,married,sometimes,no,2,school_bus,05-Oct,85,95,94
233,female,group C,associate's degree,standard,none,married,never,yes,2,private,05-Oct,69,79,78
234,female,group D,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,82,84,89
235,female,group B,associate's degree,free/reduced,,married,sometimes,no,4,school_bus,05-Oct,49,69,70
236,male,group D,some high school,standard,completed,single,regularly,yes,0,private,05-Oct,76,73,72
237,male,group B,bachelor's degree,standard,none,single,sometimes,yes,4,school_bus,< 5,75,75,71
238,male,group D,high school,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,54,59,58
239,female,group C,,standard,none,single,never,no,2,school_bus,05-Oct,49,65,61
240,male,group B,some high school,free/reduced,,married,regularly,yes,2,private,< 5,58,53,46
241,male,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,< 5,63,67,66
242,female,group C,bachelor's degree,standard,completed,married,regularly,yes,1,private,05-Oct,77,86,92
243,male,group D,some high school,standard,completed,married,regularly,yes,,school_bus,> 10,63,63,61
244,female,group D,some college,standard,none,single,regularly,yes,7,school_bus,< 5,45,53,52
245,female,group D,some college,standard,none,married,sometimes,no,3,private,> 10,55,62,63
246,female,group C,some high school,standard,completed,divorced,never,yes,0,school_bus,05-Oct,60,74,72
247,male,group E,some high school,free/reduced,completed,married,regularly,yes,1,,05-Oct,88,93,88
248,female,group B,high school,standard,none,married,never,yes,0,school_bus,< 5,49,60,54
249,female,group D,some high school,standard,none,single,regularly,no,3,school_bus,> 10,90,89,94
251,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,80,84,79
252,female,group E,bachelor's degree,free/reduced,completed,married,never,no,1,private,< 5,63,67,69
253,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,2,private,< 5,47,59,54
254,male,group B,high school,standard,none,divorced,sometimes,yes,2,,05-Oct,63,57,55
255,female,group D,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,88,90,94
256,female,group D,,standard,none,married,sometimes,yes,7,school_bus,< 5,69,71,70
257,female,group B,master's degree,standard,none,single,sometimes,yes,,private,05-Oct,68,88,85
258,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,74,73,71
259,male,group D,some college,standard,completed,married,regularly,yes,2,school_bus,> 10,62,55,62
260,female,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,05-Oct,52,51,53
261,male,group D,high school,free/reduced,none,married,regularly,yes,5,,05-Oct,55,40,46
262,male,group C,associate's degree,free/reduced,completed,married,regularly,no,1,private,> 10,68,63,58
263,female,group E,,free/reduced,none,married,sometimes,no,1,private,< 5,72,74,66
264,female,group C,associate's degree,free/reduced,,married,sometimes,yes,4,school_bus,< 5,62,75,71
265,female,group D,some college,standard,none,single,regularly,yes,3,private,05-Oct,62,68,71
266,female,group D,associate's degree,standard,completed,married,regularly,yes,0,school_bus,05-Oct,73,77,75
267,female,group B,some high school,standard,none,married,sometimes,yes,5,private,05-Oct,39,43,42
268,female,,associate's degree,standard,completed,divorced,regularly,yes,2,school_bus,05-Oct,75,81,84
269,male,group A,bachelor's degree,standard,none,divorced,regularly,yes,4,private,< 5,91,83,83
271,male,group C,some college,standard,none,single,never,no,4,private,< 5,52,59,51
272,male,group B,master's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,76,80,72
273,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,5,private,05-Oct,62,82,76
274,male,group C,high school,standard,completed,widowed,never,yes,2,private,05-Oct,81,75,72
275,female,group D,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,87,86,90
276,male,group D,high school,standard,,married,never,yes,2,,05-Oct,47,41,39
277,male,group D,some high school,standard,none,married,sometimes,yes,1,private,< 5,30,23,23
278,male,group E,,free/reduced,none,married,sometimes,yes,1,private,05-Oct,82,80,68
279,female,group E,high school,standard,none,married,regularly,,0,school_bus,< 5,77,82,81
280,female,group D,some high school,standard,completed,married,regularly,yes,,private,05-Oct,76,86,90
281,female,group E,some college,free/reduced,completed,single,regularly,yes,5,,05-Oct,73,80,80
282,male,group E,some college,standard,none,married,never,yes,3,school_bus,< 5,79,76,68
283,female,group E,high school,standard,none,married,sometimes,yes,3,private,< 5,51,56,56
284,female,group C,some college,free/reduced,none,married,regularly,yes,0,private,< 5,78,83,85
285,male,,bachelor's degree,free/reduced,none,married,regularly,yes,0,,05-Oct,51,50,53
286,female,group D,some college,free/reduced,none,married,sometimes,yes,3,private,05-Oct,65,76,81
287,female,group D,some high school,standard,none,widowed,sometimes,yes,0,private,> 10,49,65,70
288,male,group C,some college,free/reduced,none,single,never,yes,1,school_bus,> 10,27,23,19
289,female,group A,some high school,free/reduced,none,single,regularly,no,4,school_bus,< 5,46,63,65
290,female,group D,high school,standard,none,married,regularly,,3,,< 5,76,81,82
291,female,group B,master's degree,standard,none,married,sometimes,yes,5,school_bus,05-Oct,73,84,76
292,female,group B,some college,free/reduced,none,widowed,regularly,yes,4,private,> 10,32,40,41
293,male,group B,some college,free/reduced,none,married,sometimes,no,1,,05-Oct,43,47,42
294,female,group B,some high school,free/reduced,none,married,regularly,no,5,private,< 5,35,45,42
295,female,group C,some college,standard,none,single,regularly,no,2,school_bus,< 5,56,71,68
296,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,67,72,72
297,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,2,private,> 10,83,90,90
298,male,group C,associate's degree,standard,none,married,never,no,2,school_bus,< 5,85,77,78
301,female,group C,some college,standard,none,single,regularly,yes,2,school_bus,05-Oct,58,75,69
302,female,,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,,41,54,54
303,female,group B,associate's degree,standard,none,married,regularly,yes,1,private,05-Oct,60,59,68
304,male,group C,some high school,free/reduced,completed,married,sometimes,,3,private,< 5,72,80,75
305,male,group D,high school,standard,none,,regularly,yes,0,school_bus,05-Oct,90,81,79
306,female,group D,associate's degree,standard,completed,single,sometimes,no,1,school_bus,,83,100,100
307,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,68,84,82
308,male,group D,,standard,none,single,sometimes,yes,3,school_bus,05-Oct,81,73,71
309,female,,associate's degree,standard,none,married,regularly,no,3,school_bus,05-Oct,52,54,61
310,female,group C,high school,standard,,divorced,regularly,yes,2,school_bus,< 5,84,94,92
311,male,group B,some college,standard,completed,married,sometimes,yes,,private,< 5,66,58,65
312,male,group D,some high school,free/reduced,none,divorced,never,yes,3,school_bus,05-Oct,62,59,55
313,male,group E,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,68,66,70
314,male,group B,associate's degree,standard,none,married,sometimes,yes,0,school_bus,05-Oct,64,60,61
315,male,group E,some high school,standard,completed,widowed,,yes,,,05-Oct,80,72,72
316,female,group E,associate's degree,standard,none,married,regularly,no,1,school_bus,05-Oct,93,95,100
317,female,group B,associate's degree,free/reduced,none,married,regularly,,1,school_bus,> 10,59,66,71
318,female,group D,associate's degree,free/reduced,none,married,regularly,yes,,school_bus,05-Oct,69,86,78
319,female,group E,,free/reduced,none,married,,yes,2,private,> 10,71,76,74
320,male,group B,some college,free/reduced,none,married,never,yes,1,private,05-Oct,63,67,59
321,male,group E,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,80,64,68
322,female,group C,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,72,82,79
323,male,group C,master's degree,free/reduced,,single,sometimes,no,2,,05-Oct,75,76,73
325,male,group D,high school,free/reduced,none,single,sometimes,yes,1,private,05-Oct,47,60,48
326,male,group C,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,58,63,67
327,female,group B,high school,standard,none,married,never,yes,4,private,,24,43,40
328,male,group E,some high school,free/reduced,none,married,sometimes,yes,1,,05-Oct,73,65,54
329,male,group D,associate's degree,standard,none,divorced,sometimes,yes,4,private,> 10,94,92,93
330,female,group E,some college,free/reduced,completed,married,regularly,yes,5,school_bus,05-Oct,61,72,73
331,male,group B,associate's degree,standard,,single,sometimes,yes,3,private,05-Oct,44,49,43
332,male,group D,some college,free/reduced,completed,married,regularly,yes,5,,< 5,66,53,58
334,male,group D,bachelor's degree,standard,none,single,sometimes,,2,school_bus,> 10,88,79,82
335,female,,some high school,standard,completed,single,sometimes,yes,1,private,05-Oct,59,69,66
336,female,,some high school,standard,none,married,regularly,yes,0,private,> 10,48,57,57
337,female,group D,some college,free/reduced,completed,divorced,sometimes,yes,0,school_bus,> 10,51,82,82
338,female,group C,some college,standard,completed,divorced,regularly,yes,4,school_bus,> 10,46,45,50
339,female,group D,some high school,free/reduced,none,,never,,,private,> 10,48,58,60
340,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,3,private,< 5,50,53,50
341,male,group B,some high school,free/reduced,none,single,regularly,yes,2,private,05-Oct,65,59,54
342,male,group B,some college,free/reduced,none,married,sometimes,no,4,school_bus,05-Oct,43,29,28
343,female,group C,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,79,86,89
344,male,group D,associate's degree,standard,none,single,sometimes,yes,2,private,,63,45,46
345,female,group C,associate's degree,standard,none,married,regularly,yes,1,private,05-Oct,65,75,78
346,female,group B,high school,standard,none,divorced,sometimes,yes,0,school_bus,< 5,41,57,51
347,male,group D,associate's degree,standard,none,married,regularly,yes,0,private,05-Oct,83,65,68
348,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,> 10,96,82,83
350,female,group E,master's degree,standard,completed,widowed,regularly,yes,0,private,05-Oct,86,80,87
352,female,group D,,free/reduced,none,single,sometimes,no,3,private,05-Oct,34,45,51
353,female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,,42,52,51
354,female,group E,some college,standard,,married,sometimes,yes,2,school_bus,05-Oct,76,80,76
355,male,group E,some college,standard,,divorced,regularly,yes,3,school_bus,< 5,89,86,83
356,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,private,< 5,63,52,53
357,female,group E,bachelor's degree,standard,none,married,sometimes,yes,5,,05-Oct,87,88,93
358,male,,high school,free/reduced,completed,married,never,yes,5,school_bus,> 10,42,59,53
359,male,group D,,free/reduced,completed,married,sometimes,no,3,school_bus,05-Oct,69,77,74
360,female,group B,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,49,60,58
361,female,group E,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,91,90,97
362,female,group C,associate's degree,standard,none,single,regularly,,4,school_bus,> 10,83,87,86
363,male,group C,bachelor's degree,standard,none,married,never,no,3,private,05-Oct,68,74,76
364,male,,bachelor's degree,standard,completed,single,regularly,,7,school_bus,05-Oct,93,92,89
365,male,group D,some college,standard,none,married,regularly,yes,7,school_bus,05-Oct,57,57,56
366,female,group C,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,79,100,95
367,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,90,84,84
368,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,73,75,78
369,female,group A,master's degree,free/reduced,completed,married,never,yes,3,school_bus,< 5,42,68,66
370,female,group B,high school,standard,none,single,sometimes,yes,4,school_bus,05-Oct,30,41,37
371,female,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,71,86,82
372,male,group D,high school,standard,none,married,sometimes,no,5,private,05-Oct,60,48,44
373,male,group C,high school,free/reduced,completed,widowed,sometimes,yes,0,school_bus,05-Oct,54,59,57
374,female,group C,some college,free/reduced,none,single,sometimes,no,,school_bus,05-Oct,53,66,65
375,female,group C,high school,free/reduced,none,married,never,no,2,school_bus,< 5,54,54,55
376,female,group C,some high school,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,71,74,73
377,female,group C,some college,standard,none,married,sometimes,yes,1,private,05-Oct,59,72,65
378,female,group D,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,48,59,64
379,male,group B,some high school,standard,completed,married,sometimes,yes,2,,05-Oct,75,69,66
380,male,group B,high school,standard,none,divorced,sometimes,no,,,05-Oct,57,56,50
381,female,group C,high school,standard,none,married,regularly,yes,,private,> 10,71,80,77
382,male,group C,some high school,standard,none,,sometimes,yes,0,private,05-Oct,63,57,50
383,female,,bachelor's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,47,48,50
384,male,group D,some high school,standard,completed,married,regularly,yes,1,,< 5,68,73,77
385,female,group D,high school,standard,completed,married,sometimes,yes,1,school_bus,> 10,96,100,100
386,female,group D,some college,free/reduced,completed,married,never,yes,7,school_bus,< 5,46,68,63
388,female,group B,some college,standard,completed,married,sometimes,yes,0,private,05-Oct,81,81,87
389,male,group D,master's degree,standard,none,,sometimes,yes,2,school_bus,05-Oct,56,55,49
390,male,group D,some college,standard,none,married,regularly,yes,1,school_bus,05-Oct,57,55,52
392,female,group E,some high school,free/reduced,none,single,never,yes,0,private,05-Oct,75,88,82
393,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,3,,05-Oct,83,92,96
394,male,group D,associate's degree,free/reduced,completed,single,regularly,yes,5,school_bus,05-Oct,75,71,77
395,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,47,44,36
396,male,group C,some high school,free/reduced,none,married,never,yes,1,private,05-Oct,43,46,39
397,male,group C,,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,51,55,54
398,female,group E,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,> 10,96,95,93
399,male,group E,high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,69,69,57
400,female,group C,high school,standard,none,married,never,yes,3,school_bus,05-Oct,52,69,67
401,male,group B,some high school,standard,none,married,never,yes,2,private,> 10,63,56,41
402,male,group C,some college,standard,completed,married,regularly,yes,2,private,05-Oct,78,86,88
403,male,group E,some high school,standard,none,married,never,yes,2,,05-Oct,80,70,62
404,female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,87,99,100
405,male,group E,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,89,74,71
406,female,group D,high school,standard,none,married,never,no,1,,05-Oct,53,47,50
407,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,70,60,62
408,female,group C,some college,free/reduced,none,married,sometimes,no,3,private,05-Oct,52,59,66
409,female,group C,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,58,67,69
410,male,group A,,free/reduced,completed,divorced,sometimes,yes,,school_bus,05-Oct,60,60,61
411,male,group E,some high school,standard,completed,married,regularly,no,3,school_bus,05-Oct,88,78,75
412,male,group C,,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,95,96,96
413,male,group C,some high school,standard,,married,sometimes,yes,3,private,05-Oct,91,95,91
414,male,group C,high school,free/reduced,none,single,sometimes,yes,4,school_bus,< 5,19,21,16
415,female,group D,some college,standard,none,married,never,yes,1,school_bus,> 10,71,82,82
416,male,group C,some high school,standard,,single,regularly,yes,2,private,< 5,83,85,85
417,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,private,05-Oct,51,46,48
418,male,group B,,standard,none,single,never,yes,0,school_bus,05-Oct,77,73,66
419,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,> 10,51,60,60
420,male,group B,high school,standard,completed,married,never,yes,4,private,< 5,71,72,67
421,male,group C,bachelor's degree,standard,none,widowed,sometimes,no,3,school_bus,05-Oct,91,85,85
422,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,,school_bus,05-Oct,71,66,61
423,female,group B,some college,standard,completed,divorced,regularly,yes,3,school_bus,< 5,83,85,93
424,female,group B,master's degree,standard,none,single,regularly,yes,3,private,< 5,66,70,71
425,male,group E,high school,standard,none,divorced,regularly,no,5,school_bus,05-Oct,92,86,88
427,female,group D,high school,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,91,95,100
428,female,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,78,85,78
429,female,group B,,free/reduced,completed,married,sometimes,yes,5,school_bus,05-Oct,73,77,79
431,female,group B,some high school,standard,none,divorced,regularly,no,1,school_bus,< 5,65,69,71
432,female,group C,bachelor's degree,free/reduced,none,single,never,yes,0,school_bus,< 5,50,66,60
433,female,group C,some high school,standard,none,married,regularly,no,1,school_bus,05-Oct,82,93,93
434,female,group E,some high school,standard,completed,married,sometimes,no,1,private,< 5,75,82,83
435,female,group C,some high school,free/reduced,none,single,sometimes,yes,0,private,05-Oct,47,57,51
436,female,group A,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,52,62,67
437,female,group B,high school,standard,completed,,regularly,yes,1,school_bus,05-Oct,63,72,72
438,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,4,private,05-Oct,72,78,72
439,female,group B,some high school,free/reduced,none,married,never,yes,4,school_bus,> 10,64,68,69
440,male,group B,some high school,free/reduced,none,married,sometimes,no,3,,05-Oct,65,67,54
441,male,group C,master's degree,standard,completed,widowed,sometimes,yes,1,private,05-Oct,83,84,84
442,male,group C,some college,standard,none,,sometimes,yes,5,school_bus,< 5,86,70,70
443,female,group B,high school,standard,none,married,sometimes,yes,2,private,05-Oct,61,76,79
444,male,group A,some college,standard,completed,married,never,no,1,private,< 5,66,65,65
445,female,group D,some college,free/reduced,none,,sometimes,yes,1,school_bus,05-Oct,43,52,52
446,female,group C,some college,standard,none,divorced,never,yes,3,school_bus,05-Oct,57,61,62
447,male,group C,bachelor's degree,free/reduced,none,single,sometimes,no,2,private,05-Oct,78,60,64
448,female,group D,some college,standard,none,widowed,regularly,yes,1,private,05-Oct,83,85,80
449,female,group E,some college,standard,none,married,sometimes,no,4,school_bus,> 10,82,75,76
450,female,group D,some college,free/reduced,completed,divorced,regularly,yes,4,private,< 5,36,65,66
451,female,group D,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,53,69,65
453,male,group D,some college,free/reduced,completed,married,regularly,no,3,school_bus,05-Oct,57,60,58
454,male,group D,high school,standard,completed,divorced,regularly,yes,2,school_bus,05-Oct,86,88,89
455,female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,73,74,72
456,female,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,57,71,69
458,female,group D,some college,standard,none,divorced,sometimes,yes,1,private,05-Oct,66,72,77
459,male,group C,some college,free/reduced,completed,divorced,sometimes,no,1,school_bus,> 10,70,69,65
460,male,group E,some college,standard,,,regularly,yes,4,private,< 5,57,46,48
461,male,group A,high school,standard,none,married,sometimes,yes,1,,05-Oct,83,75,74
462,female,group D,high school,standard,none,married,sometimes,yes,6,school_bus,05-Oct,74,76,84
463,male,group C,bachelor's degree,standard,completed,single,never,no,3,school_bus,05-Oct,81,74,72
464,male,group B,,standard,completed,married,sometimes,no,5,school_bus,05-Oct,68,69,65
465,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,64,70,65
466,female,group D,high school,standard,none,married,never,no,4,school_bus,< 5,41,51,56
467,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,5,school_bus,05-Oct,76,74,75
468,male,group A,bachelor's degree,free/reduced,none,married,never,no,2,private,05-Oct,60,55,58
469,female,group C,,standard,completed,single,regularly,yes,1,school_bus,< 5,47,63,54
470,female,group A,associate's degree,standard,completed,single,regularly,no,1,private,,67,75,73
471,female,group C,some high school,standard,none,married,sometimes,yes,1,private,< 5,57,59,56
472,male,group B,associate's degree,standard,,married,regularly,yes,0,private,> 10,60,57,60
473,female,group E,some high school,standard,none,married,sometimes,yes,1,private,< 5,86,88,90
474,female,group D,high school,standard,completed,married,sometimes,no,2,school_bus,> 10,71,68,70
475,female,,some college,standard,completed,single,sometimes,yes,3,private,> 10,75,93,91
476,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,2,private,> 10,71,74,81
477,male,group B,associate's degree,free/reduced,completed,married,never,yes,1,private,05-Oct,74,70,71
478,female,group A,some college,standard,,divorced,sometimes,yes,2,private,05-Oct,63,72,78
480,female,group C,master's degree,standard,completed,divorced,sometimes,yes,5,school_bus,05-Oct,60,76,78
481,male,group C,high school,free/reduced,completed,,,yes,1,school_bus,05-Oct,62,70,68
482,female,,bachelor's degree,standard,none,single,sometimes,yes,6,school_bus,05-Oct,56,59,61
483,male,group D,some high school,standard,none,married,regularly,yes,4,private,05-Oct,93,93,83
484,female,group D,associate's degree,free/reduced,none,single,,no,2,,,87,94,95
485,male,group E,some high school,standard,none,single,never,yes,1,school_bus,> 10,72,62,61
486,female,group D,high school,standard,none,married,regularly,yes,1,private,> 10,68,78,76
487,female,group E,high school,standard,completed,married,regularly,yes,,private,05-Oct,93,91,95
488,female,group B,some college,standard,completed,married,regularly,,0,school_bus,05-Oct,55,70,68
489,female,group C,high school,free/reduced,,married,regularly,no,,private,05-Oct,85,93,93
490,female,group B,some high school,standard,none,divorced,regularly,yes,3,private,05-Oct,71,79,80
491,male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,57,57,52
492,male,group C,some high school,standard,none,divorced,never,yes,1,private,05-Oct,45,47,35
493,female,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,73,73,78
494,male,group D,high school,standard,none,,sometimes,yes,0,private,< 5,73,74,64
495,male,group E,high school,standard,none,divorced,sometimes,no,5,school_bus,05-Oct,63,51,45
496,male,,some college,standard,completed,divorced,sometimes,yes,1,school_bus,05-Oct,96,100,100
497,female,group D,associate's degree,standard,none,married,sometimes,yes,,school_bus,05-Oct,93,97,100
498,male,group C,high school,standard,none,single,regularly,yes,,private,05-Oct,85,75,73
499,male,group B,some college,standard,completed,married,sometimes,no,4,private,< 5,83,79,83
500,female,group B,,free/reduced,none,married,regularly,yes,0,private,05-Oct,52,60,53
501,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,,05-Oct,57,77,69
502,female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,92,99
503,male,group C,associate's degree,standard,,married,regularly,yes,0,school_bus,> 10,74,61,60
504,male,group C,high school,free/reduced,none,divorced,sometimes,yes,0,private,05-Oct,59,62,64
505,male,group B,master's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,87,88,90
506,male,,high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,60,57,52
507,female,group B,master's degree,standard,none,single,never,yes,1,private,05-Oct,69,81,79
508,male,group E,high school,standard,none,married,regularly,no,1,school_bus,05-Oct,85,79,75
509,male,group C,associate's degree,free/reduced,none,married,regularly,yes,,private,> 10,75,73,65
510,female,group C,associate's degree,standard,,married,sometimes,yes,5,school_bus,05-Oct,59,62,59
511,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,< 5,49,56,53
512,male,group E,associate's degree,standard,none,single,regularly,yes,,private,05-Oct,86,72,71
513,male,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2,,< 5,82,75,73
514,male,group C,some college,free/reduced,none,married,sometimes,no,1,private,05-Oct,55,50,48
516,male,group D,some college,standard,none,married,regularly,no,3,,> 10,91,92,84
518,female,group C,some college,free/reduced,completed,single,never,no,1,private,05-Oct,57,65,68
519,female,,associate's degree,standard,completed,divorced,sometimes,yes,0,,05-Oct,82,90,90
520,female,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,76,90,86
521,male,group C,some high school,standard,none,married,regularly,yes,2,private,05-Oct,89,77,76
522,male,group C,,standard,none,married,regularly,no,5,,< 5,71,60,59
523,female,group C,some high school,standard,none,married,sometimes,yes,1,private,< 5,79,76,71
524,female,group D,associate's degree,standard,none,married,sometimes,yes,1,,05-Oct,50,61,59
526,female,group B,some high school,free/reduced,completed,single,regularly,yes,1,private,05-Oct,26,37,39
527,female,group D,some college,standard,completed,married,sometimes,yes,0,private,> 10,84,94,94
528,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,54,59,62
529,female,group B,some college,standard,none,,regularly,yes,4,school_bus,< 5,84,96,93
530,male,,associate's degree,free/reduced,none,married,sometimes,no,,,< 5,44,46,48
531,male,group C,associate's degree,free/reduced,none,single,regularly,yes,,school_bus,05-Oct,78,85,79
532,female,group C,,standard,none,divorced,regularly,yes,3,,05-Oct,65,78,74
533,female,group D,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,43,60,57
534,female,group D,some college,standard,none,single,sometimes,yes,1,private,05-Oct,48,61,60
535,female,group E,some high school,standard,none,single,,no,,private,05-Oct,75,74,71
536,male,group C,associate's degree,standard,none,,never,yes,5,private,05-Oct,89,90,86
537,male,group C,bachelor's degree,standard,none,single,sometimes,yes,4,private,> 10,83,81,77
538,female,group C,high school,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,65,80,85
539,male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,82,81,77
540,female,group E,bachelor's degree,standard,none,married,regularly,no,1,,05-Oct,100,100,98
541,female,group A,high school,standard,completed,married,never,yes,0,private,> 10,64,73,75
542,male,group D,some college,standard,completed,married,,yes,3,,05-Oct,82,74,76
543,male,group E,some college,standard,none,single,regularly,no,,school_bus,> 10,66,53,52
544,male,group C,some college,free/reduced,none,divorced,regularly,yes,1,private,> 10,19,31,27
545,male,group B,some high school,standard,completed,single,sometimes,no,4,private,< 5,80,78,68
546,female,group E,some college,free/reduced,none,married,regularly,yes,3,private,05-Oct,67,74,70
547,female,group B,high school,standard,none,married,regularly,yes,5,school_bus,05-Oct,50,55,52
548,male,group C,,standard,none,married,sometimes,no,1,school_bus,05-Oct,62,56,48
549,male,group C,some high school,standard,none,single,sometimes,yes,2,private,< 5,70,65,63
550,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,54,59,63
551,male,group A,high school,standard,none,single,never,yes,0,,05-Oct,57,53,44
552,male,group C,some college,standard,completed,divorced,never,yes,0,,< 5,45,48,52
553,female,,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,05-Oct,46,63,61
554,female,group E,some high school,standard,none,divorced,regularly,no,1,school_bus,05-Oct,63,64,56
555,male,group B,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,50,53,45
556,male,group E,master's degree,standard,none,married,regularly,yes,3,private,< 5,99,87,96
557,female,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,> 10,73,85,86
558,male,group C,high school,standard,none,divorced,regularly,no,1,,05-Oct,70,56,47
559,male,group A,associate's degree,free/reduced,none,divorced,regularly,yes,1,private,05-Oct,72,66,58
560,female,group D,master's degree,standard,none,divorced,sometimes,yes,,school_bus,05-Oct,51,43,47
561,male,group B,high school,standard,completed,married,never,no,3,school_bus,< 5,69,65,63
562,male,group A,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,77,74,70
563,male,group E,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,95,90,91
564,male,group D,associate's degree,free/reduced,none,,regularly,yes,1,school_bus,05-Oct,72,66,70
565,female,group C,,standard,completed,married,sometimes,no,2,private,05-Oct,78,83,82
566,male,group D,master's degree,standard,completed,divorced,sometimes,no,2,private,05-Oct,91,87,90
567,male,,high school,standard,none,married,regularly,no,4,school_bus,05-Oct,100,93,87
568,female,group A,high school,standard,none,married,sometimes,yes,4,school_bus,05-Oct,63,65,62
569,male,group B,some high school,standard,completed,divorced,never,yes,1,school_bus,< 5,57,54,54
